[run number],seed,regeneration-rate,num-turtles,search-radius,knowledge-gain,old-age,metabolism,shock-prob,reproduction-cost,[steps],variable,value
1107,,,,,,,,,,89,meanFood,0
1107,,,,,,,,,,89,totKnowledge,0
1108,8,1,100,5,0.1,75,0.1,0,2,63,numTurtles,0
1108,,,,,,,,,,63,meanFood,0
1108,,,,,,,,,,63,totKnowledge,0
1109,9,1,100,5,0.1,75,0.1,0,2,108,numTurtles,0
1109,,,,,,,,,,108,meanFood,0
1109,,,,,,,,,,108,totKnowledge,0
1110,10,1,100,5,0.1,75,0.1,0,2,102,numTurtles,0
1110,,,,,,,,,,102,meanFood,0
1110,,,,,,,,,,102,totKnowledge,0
1111,1,0.2,100,5,0.25,75,0.1,0,2,88,numTurtles,0
1111,,,,,,,,,,88,meanFood,0
1111,,,,,,,,,,88,totKnowledge,0
1112,2,0.2,100,5,0.25,75,0.1,0,2,620,numTurtles,0
1112,,,,,,,,,,620,meanFood,0
1112,,,,,,,,,,620,totKnowledge,0
1113,3,0.2,100,5,0.25,75,0.1,0,2,103,numTurtles,0
1113,,,,,,,,,,103,meanFood,0
1113,,,,,,,,,,103,totKnowledge,0
1114,4,0.2,100,5,0.25,75,0.1,0,2,96,numTurtles,0
1114,,,,,,,,,,96,meanFood,0
1114,,,,,,,,,,96,totKnowledge,0
1115,5,0.2,100,5,0.25,75,0.1,0,2,52,numTurtles,0
1115,,,,,,,,,,52,meanFood,0
1115,,,,,,,,,,52,totKnowledge,0
1116,6,0.2,100,5,0.25,75,0.1,0,2,73,numTurtles,0
1116,,,,,,,,,,73,meanFood,0
1116,,,,,,,,,,73,totKnowledge,0
1117,7,0.2,100,5,0.25,75,0.1,0,2,104,numTurtles,0
1117,,,,,,,,,,104,meanFood,0
1117,,,,,,,,,,104,totKnowledge,0
1118,8,0.2,100,5,0.25,75,0.1,0,2,63,numTurtles,0
1118,,,,,,,,,,63,meanFood,0
1118,,,,,,,,,,63,totKnowledge,0
1119,9,0.2,100,5,0.25,75,0.1,0,2,108,numTurtles,0
1119,,,,,,,,,,108,meanFood,0
1119,,,,,,,,,,108,totKnowledge,0
1120,10,0.2,100,5,0.25,75,0.1,0,2,102,numTurtles,0
1120,,,,,,,,,,102,meanFood,0
1120,,,,,,,,,,102,totKnowledge,0
1121,1,0.5,100,5,0.25,75,0.1,0,2,88,numTurtles,0
1121,,,,,,,,,,88,meanFood,0
1121,,,,,,,,,,88,totKnowledge,0
1122,2,0.5,100,5,0.25,75,0.1,0,2,620,numTurtles,0
1122,,,,,,,,,,620,meanFood,0
1122,,,,,,,,,,620,totKnowledge,0
1123,3,0.5,100,5,0.25,75,0.1,0,2,103,numTurtles,0
1123,,,,,,,,,,103,meanFood,0
1123,,,,,,,,,,103,totKnowledge,0
1124,4,0.5,100,5,0.25,75,0.1,0,2,96,numTurtles,0
1124,,,,,,,,,,96,meanFood,0
1124,,,,,,,,,,96,totKnowledge,0
1125,5,0.5,100,5,0.25,75,0.1,0,2,52,numTurtles,0
1125,,,,,,,,,,52,meanFood,0
1125,,,,,,,,,,52,totKnowledge,0
1126,6,0.5,100,5,0.25,75,0.1,0,2,73,numTurtles,0
1126,,,,,,,,,,73,meanFood,0
1126,,,,,,,,,,73,totKnowledge,0
1127,7,0.5,100,5,0.25,75,0.1,0,2,104,numTurtles,0
1127,,,,,,,,,,104,meanFood,0
1127,,,,,,,,,,104,totKnowledge,0
1128,8,0.5,100,5,0.25,75,0.1,0,2,63,numTurtles,0
1128,,,,,,,,,,63,meanFood,0
1128,,,,,,,,,,63,totKnowledge,0
1129,9,0.5,100,5,0.25,75,0.1,0,2,108,numTurtles,0
1129,,,,,,,,,,108,meanFood,0
1129,,,,,,,,,,108,totKnowledge,0
1130,10,0.5,100,5,0.25,75,0.1,0,2,102,numTurtles,0
1130,,,,,,,,,,102,meanFood,0
1130,,,,,,,,,,102,totKnowledge,0
1131,1,1,100,5,0.25,75,0.1,0,2,88,numTurtles,0
1131,,,,,,,,,,88,meanFood,0
1131,,,,,,,,,,88,totKnowledge,0
1132,2,1,100,5,0.25,75,0.1,0,2,620,numTurtles,0
1132,,,,,,,,,,620,meanFood,0
1132,,,,,,,,,,620,totKnowledge,0
1133,3,1,100,5,0.25,75,0.1,0,2,103,numTurtles,0
1133,,,,,,,,,,103,meanFood,0
1133,,,,,,,,,,103,totKnowledge,0
1134,4,1,100,5,0.25,75,0.1,0,2,96,numTurtles,0
1134,,,,,,,,,,96,meanFood,0
1134,,,,,,,,,,96,totKnowledge,0
1135,5,1,100,5,0.25,75,0.1,0,2,52,numTurtles,0
1135,,,,,,,,,,52,meanFood,0
1135,,,,,,,,,,52,totKnowledge,0
1136,6,1,100,5,0.25,75,0.1,0,2,73,numTurtles,0
1136,,,,,,,,,,73,meanFood,0
1136,,,,,,,,,,73,totKnowledge,0
1137,7,1,100,5,0.25,75,0.1,0,2,104,numTurtles,0
1137,,,,,,,,,,104,meanFood,0
1137,,,,,,,,,,104,totKnowledge,0
1138,8,1,100,5,0.25,75,0.1,0,2,63,numTurtles,0
1138,,,,,,,,,,63,meanFood,0
1138,,,,,,,,,,63,totKnowledge,0
1139,9,1,100,5,0.25,75,0.1,0,2,108,numTurtles,0
1139,,,,,,,,,,108,meanFood,0
1139,,,,,,,,,,108,totKnowledge,0
1140,10,1,100,5,0.25,75,0.1,0,2,102,numTurtles,0
1140,,,,,,,,,,102,meanFood,0
1140,,,,,,,,,,102,totKnowledge,0
1141,1,0.2,100,5,0.5,75,0.1,0,2,134,numTurtles,0
1141,,,,,,,,,,134,meanFood,0
1141,,,,,,,,,,134,totKnowledge,0
1142,2,0.2,100,5,0.5,75,0.1,0,2,209,numTurtles,0
1142,,,,,,,,,,209,meanFood,0
1142,,,,,,,,,,209,totKnowledge,0
1143,3,0.2,100,5,0.5,75,0.1,0,2,197,numTurtles,0
1143,,,,,,,,,,197,meanFood,0
1143,,,,,,,,,,197,totKnowledge,0
1144,4,0.2,100,5,0.5,75,0.1,0,2,96,numTurtles,0
1144,,,,,,,,,,96,meanFood,0
1144,,,,,,,,,,96,totKnowledge,0
1145,5,0.2,100,5,0.5,75,0.1,0,2,52,numTurtles,0
1145,,,,,,,,,,52,meanFood,0
1145,,,,,,,,,,52,totKnowledge,0
1146,6,0.2,100,5,0.5,75,0.1,0,2,82,numTurtles,0
1146,,,,,,,,,,82,meanFood,0
1146,,,,,,,,,,82,totKnowledge,0
1147,7,0.2,100,5,0.5,75,0.1,0,2,135,numTurtles,0
1147,,,,,,,,,,135,meanFood,0
1147,,,,,,,,,,135,totKnowledge,0
1148,8,0.2,100,5,0.5,75,0.1,0,2,125,numTurtles,0
1148,,,,,,,,,,125,meanFood,0
1148,,,,,,,,,,125,totKnowledge,0
1149,9,0.2,100,5,0.5,75,0.1,0,2,79,numTurtles,0
1149,,,,,,,,,,79,meanFood,0
1149,,,,,,,,,,79,totKnowledge,0
1150,10,0.2,100,5,0.5,75,0.1,0,2,163,numTurtles,0
1150,,,,,,,,,,163,meanFood,0
1150,,,,,,,,,,163,totKnowledge,0
1151,1,0.5,100,5,0.5,75,0.1,0,2,134,numTurtles,0
1151,,,,,,,,,,134,meanFood,0
1151,,,,,,,,,,134,totKnowledge,0
1152,2,0.5,100,5,0.5,75,0.1,0,2,209,numTurtles,0
1152,,,,,,,,,,209,meanFood,0
1152,,,,,,,,,,209,totKnowledge,0
1153,3,0.5,100,5,0.5,75,0.1,0,2,197,numTurtles,0
1153,,,,,,,,,,197,meanFood,0
1153,,,,,,,,,,197,totKnowledge,0
1154,4,0.5,100,5,0.5,75,0.1,0,2,96,numTurtles,0
1154,,,,,,,,,,96,meanFood,0
1154,,,,,,,,,,96,totKnowledge,0
1155,5,0.5,100,5,0.5,75,0.1,0,2,52,numTurtles,0
1155,,,,,,,,,,52,meanFood,0
1155,,,,,,,,,,52,totKnowledge,0
1156,6,0.5,100,5,0.5,75,0.1,0,2,82,numTurtles,0
1156,,,,,,,,,,82,meanFood,0
1156,,,,,,,,,,82,totKnowledge,0
1157,7,0.5,100,5,0.5,75,0.1,0,2,135,numTurtles,0
1157,,,,,,,,,,135,meanFood,0
1157,,,,,,,,,,135,totKnowledge,0
1158,8,0.5,100,5,0.5,75,0.1,0,2,125,numTurtles,0
1158,,,,,,,,,,125,meanFood,0
1158,,,,,,,,,,125,totKnowledge,0
1159,9,0.5,100,5,0.5,75,0.1,0,2,79,numTurtles,0
1159,,,,,,,,,,79,meanFood,0
1159,,,,,,,,,,79,totKnowledge,0
1160,10,0.5,100,5,0.5,75,0.1,0,2,163,numTurtles,0
1160,,,,,,,,,,163,meanFood,0
1160,,,,,,,,,,163,totKnowledge,0
1161,1,1,100,5,0.5,75,0.1,0,2,134,numTurtles,0
1161,,,,,,,,,,134,meanFood,0
1161,,,,,,,,,,134,totKnowledge,0
1162,2,1,100,5,0.5,75,0.1,0,2,209,numTurtles,0
1162,,,,,,,,,,209,meanFood,0
1162,,,,,,,,,,209,totKnowledge,0
1163,3,1,100,5,0.5,75,0.1,0,2,197,numTurtles,0
1163,,,,,,,,,,197,meanFood,0
1163,,,,,,,,,,197,totKnowledge,0
1164,4,1,100,5,0.5,75,0.1,0,2,96,numTurtles,0
1164,,,,,,,,,,96,meanFood,0
1164,,,,,,,,,,96,totKnowledge,0
1165,5,1,100,5,0.5,75,0.1,0,2,52,numTurtles,0
1165,,,,,,,,,,52,meanFood,0
1165,,,,,,,,,,52,totKnowledge,0
1166,6,1,100,5,0.5,75,0.1,0,2,82,numTurtles,0
1166,,,,,,,,,,82,meanFood,0
1166,,,,,,,,,,82,totKnowledge,0
1167,7,1,100,5,0.5,75,0.1,0,2,135,numTurtles,0
1167,,,,,,,,,,135,meanFood,0
1167,,,,,,,,,,135,totKnowledge,0
1168,8,1,100,5,0.5,75,0.1,0,2,125,numTurtles,0
1168,,,,,,,,,,125,meanFood,0
1168,,,,,,,,,,125,totKnowledge,0
1169,9,1,100,5,0.5,75,0.1,0,2,79,numTurtles,0
1169,,,,,,,,,,79,meanFood,0
1169,,,,,,,,,,79,totKnowledge,0
1170,10,1,100,5,0.5,75,0.1,0,2,163,numTurtles,0
1170,,,,,,,,,,163,meanFood,0
1170,,,,,,,,,,163,totKnowledge,0
1171,1,0.2,100,5,0.1,75,0.25,0,2,58,numTurtles,0
1171,,,,,,,,,,58,meanFood,0
1171,,,,,,,,,,58,totKnowledge,0
1172,2,0.2,100,5,0.1,75,0.25,0,2,24,numTurtles,0
1172,,,,,,,,,,24,meanFood,0
1172,,,,,,,,,,24,totKnowledge,0
1173,3,0.2,100,5,0.1,75,0.25,0,2,34,numTurtles,0
1173,,,,,,,,,,34,meanFood,0
1173,,,,,,,,,,34,totKnowledge,0
1174,4,0.2,100,5,0.1,75,0.25,0,2,24,numTurtles,0
1174,,,,,,,,,,24,meanFood,0
1174,,,,,,,,,,24,totKnowledge,0
1175,5,0.2,100,5,0.1,75,0.25,0,2,27,numTurtles,0
1175,,,,,,,,,,27,meanFood,0
1175,,,,,,,,,,27,totKnowledge,0
1176,6,0.2,100,5,0.1,75,0.25,0,2,54,numTurtles,0
1176,,,,,,,,,,54,meanFood,0
1176,,,,,,,,,,54,totKnowledge,0
1177,7,0.2,100,5,0.1,75,0.25,0,2,28,numTurtles,0
1177,,,,,,,,,,28,meanFood,0
1177,,,,,,,,,,28,totKnowledge,0
1178,8,0.2,100,5,0.1,75,0.25,0,2,27,numTurtles,0
1178,,,,,,,,,,27,meanFood,0
1178,,,,,,,,,,27,totKnowledge,0
1179,9,0.2,100,5,0.1,75,0.25,0,2,19,numTurtles,0
1179,,,,,,,,,,19,meanFood,0
1179,,,,,,,,,,19,totKnowledge,0
1180,10,0.2,100,5,0.1,75,0.25,0,2,31,numTurtles,0
1180,,,,,,,,,,31,meanFood,0
1180,,,,,,,,,,31,totKnowledge,0
1181,1,0.5,100,5,0.1,75,0.25,0,2,58,numTurtles,0
1181,,,,,,,,,,58,meanFood,0
1181,,,,,,,,,,58,totKnowledge,0
1182,2,0.5,100,5,0.1,75,0.25,0,2,24,numTurtles,0
1182,,,,,,,,,,24,meanFood,0
1182,,,,,,,,,,24,totKnowledge,0
1183,3,0.5,100,5,0.1,75,0.25,0,2,34,numTurtles,0
1183,,,,,,,,,,34,meanFood,0
1183,,,,,,,,,,34,totKnowledge,0
1184,4,0.5,100,5,0.1,75,0.25,0,2,24,numTurtles,0
1184,,,,,,,,,,24,meanFood,0
1184,,,,,,,,,,24,totKnowledge,0
1185,5,0.5,100,5,0.1,75,0.25,0,2,27,numTurtles,0
1185,,,,,,,,,,27,meanFood,0
1185,,,,,,,,,,27,totKnowledge,0
1186,6,0.5,100,5,0.1,75,0.25,0,2,54,numTurtles,0
1186,,,,,,,,,,54,meanFood,0
1186,,,,,,,,,,54,totKnowledge,0
1187,7,0.5,100,5,0.1,75,0.25,0,2,28,numTurtles,0
1187,,,,,,,,,,28,meanFood,0
1187,,,,,,,,,,28,totKnowledge,0
1188,8,0.5,100,5,0.1,75,0.25,0,2,27,numTurtles,0
1188,,,,,,,,,,27,meanFood,0
1188,,,,,,,,,,27,totKnowledge,0
1189,9,0.5,100,5,0.1,75,0.25,0,2,19,numTurtles,0
1189,,,,,,,,,,19,meanFood,0
1189,,,,,,,,,,19,totKnowledge,0
1190,10,0.5,100,5,0.1,75,0.25,0,2,31,numTurtles,0
1190,,,,,,,,,,31,meanFood,0
1190,,,,,,,,,,31,totKnowledge,0
1191,1,1,100,5,0.1,75,0.25,0,2,58,numTurtles,0
1191,,,,,,,,,,58,meanFood,0
1191,,,,,,,,,,58,totKnowledge,0
1192,2,1,100,5,0.1,75,0.25,0,2,24,numTurtles,0
1192,,,,,,,,,,24,meanFood,0
1192,,,,,,,,,,24,totKnowledge,0
1193,3,1,100,5,0.1,75,0.25,0,2,34,numTurtles,0
1193,,,,,,,,,,34,meanFood,0
1193,,,,,,,,,,34,totKnowledge,0
1194,4,1,100,5,0.1,75,0.25,0,2,24,numTurtles,0
1194,,,,,,,,,,24,meanFood,0
1194,,,,,,,,,,24,totKnowledge,0
1195,5,1,100,5,0.1,75,0.25,0,2,27,numTurtles,0
1195,,,,,,,,,,27,meanFood,0
1195,,,,,,,,,,27,totKnowledge,0
1196,6,1,100,5,0.1,75,0.25,0,2,54,numTurtles,0
1196,,,,,,,,,,54,meanFood,0
1196,,,,,,,,,,54,totKnowledge,0
1197,7,1,100,5,0.1,75,0.25,0,2,28,numTurtles,0
1197,,,,,,,,,,28,meanFood,0
1197,,,,,,,,,,28,totKnowledge,0
1198,8,1,100,5,0.1,75,0.25,0,2,27,numTurtles,0
1198,,,,,,,,,,27,meanFood,0
1198,,,,,,,,,,27,totKnowledge,0
1199,9,1,100,5,0.1,75,0.25,0,2,19,numTurtles,0
1199,,,,,,,,,,19,meanFood,0
1199,,,,,,,,,,19,totKnowledge,0
1200,10,1,100,5,0.1,75,0.25,0,2,31,numTurtles,0
1200,,,,,,,,,,31,meanFood,0
1200,,,,,,,,,,31,totKnowledge,0
1201,1,0.2,100,5,0.25,75,0.25,0,2,58,numTurtles,0
1201,,,,,,,,,,58,meanFood,0
1201,,,,,,,,,,58,totKnowledge,0
1202,2,0.2,100,5,0.25,75,0.25,0,2,24,numTurtles,0
1202,,,,,,,,,,24,meanFood,0
1202,,,,,,,,,,24,totKnowledge,0
1203,3,0.2,100,5,0.25,75,0.25,0,2,34,numTurtles,0
1203,,,,,,,,,,34,meanFood,0
1203,,,,,,,,,,34,totKnowledge,0
1204,4,0.2,100,5,0.25,75,0.25,0,2,24,numTurtles,0
1204,,,,,,,,,,24,meanFood,0
1204,,,,,,,,,,24,totKnowledge,0
1205,5,0.2,100,5,0.25,75,0.25,0,2,27,numTurtles,0
1205,,,,,,,,,,27,meanFood,0
1205,,,,,,,,,,27,totKnowledge,0
1206,6,0.2,100,5,0.25,75,0.25,0,2,54,numTurtles,0
1206,,,,,,,,,,54,meanFood,0
1206,,,,,,,,,,54,totKnowledge,0
1207,7,0.2,100,5,0.25,75,0.25,0,2,28,numTurtles,0
1207,,,,,,,,,,28,meanFood,0
1207,,,,,,,,,,28,totKnowledge,0
1208,8,0.2,100,5,0.25,75,0.25,0,2,27,numTurtles,0
1208,,,,,,,,,,27,meanFood,0
1208,,,,,,,,,,27,totKnowledge,0
1209,9,0.2,100,5,0.25,75,0.25,0,2,19,numTurtles,0
1209,,,,,,,,,,19,meanFood,0
1209,,,,,,,,,,19,totKnowledge,0
1210,10,0.2,100,5,0.25,75,0.25,0,2,31,numTurtles,0
1210,,,,,,,,,,31,meanFood,0
1210,,,,,,,,,,31,totKnowledge,0
1211,1,0.5,100,5,0.25,75,0.25,0,2,58,numTurtles,0
1211,,,,,,,,,,58,meanFood,0
1211,,,,,,,,,,58,totKnowledge,0
1212,2,0.5,100,5,0.25,75,0.25,0,2,24,numTurtles,0
1212,,,,,,,,,,24,meanFood,0
1212,,,,,,,,,,24,totKnowledge,0
1213,3,0.5,100,5,0.25,75,0.25,0,2,34,numTurtles,0
1213,,,,,,,,,,34,meanFood,0
1213,,,,,,,,,,34,totKnowledge,0
1214,4,0.5,100,5,0.25,75,0.25,0,2,24,numTurtles,0
1214,,,,,,,,,,24,meanFood,0
1214,,,,,,,,,,24,totKnowledge,0
1215,5,0.5,100,5,0.25,75,0.25,0,2,27,numTurtles,0
1215,,,,,,,,,,27,meanFood,0
1215,,,,,,,,,,27,totKnowledge,0
1216,6,0.5,100,5,0.25,75,0.25,0,2,54,numTurtles,0
1216,,,,,,,,,,54,meanFood,0
1216,,,,,,,,,,54,totKnowledge,0
1217,7,0.5,100,5,0.25,75,0.25,0,2,28,numTurtles,0
1217,,,,,,,,,,28,meanFood,0
1217,,,,,,,,,,28,totKnowledge,0
1218,8,0.5,100,5,0.25,75,0.25,0,2,27,numTurtles,0
1218,,,,,,,,,,27,meanFood,0
1218,,,,,,,,,,27,totKnowledge,0
1219,9,0.5,100,5,0.25,75,0.25,0,2,19,numTurtles,0
1219,,,,,,,,,,19,meanFood,0
1219,,,,,,,,,,19,totKnowledge,0
1220,10,0.5,100,5,0.25,75,0.25,0,2,31,numTurtles,0
1220,,,,,,,,,,31,meanFood,0
1220,,,,,,,,,,31,totKnowledge,0
1221,1,1,100,5,0.25,75,0.25,0,2,58,numTurtles,0
1221,,,,,,,,,,58,meanFood,0
1221,,,,,,,,,,58,totKnowledge,0
1222,2,1,100,5,0.25,75,0.25,0,2,24,numTurtles,0
1222,,,,,,,,,,24,meanFood,0
1222,,,,,,,,,,24,totKnowledge,0
1223,3,1,100,5,0.25,75,0.25,0,2,34,numTurtles,0
1223,,,,,,,,,,34,meanFood,0
1223,,,,,,,,,,34,totKnowledge,0
1224,4,1,100,5,0.25,75,0.25,0,2,24,numTurtles,0
1224,,,,,,,,,,24,meanFood,0
1224,,,,,,,,,,24,totKnowledge,0
1225,5,1,100,5,0.25,75,0.25,0,2,27,numTurtles,0
1225,,,,,,,,,,27,meanFood,0
1225,,,,,,,,,,27,totKnowledge,0
1226,6,1,100,5,0.25,75,0.25,0,2,54,numTurtles,0
1226,,,,,,,,,,54,meanFood,0
1226,,,,,,,,,,54,totKnowledge,0
1227,7,1,100,5,0.25,75,0.25,0,2,28,numTurtles,0
1227,,,,,,,,,,28,meanFood,0
1227,,,,,,,,,,28,totKnowledge,0
1228,8,1,100,5,0.25,75,0.25,0,2,27,numTurtles,0
1228,,,,,,,,,,27,meanFood,0
1228,,,,,,,,,,27,totKnowledge,0
1229,9,1,100,5,0.25,75,0.25,0,2,19,numTurtles,0
1229,,,,,,,,,,19,meanFood,0
1229,,,,,,,,,,19,totKnowledge,0
1230,10,1,100,5,0.25,75,0.25,0,2,31,numTurtles,0
1230,,,,,,,,,,31,meanFood,0
1230,,,,,,,,,,31,totKnowledge,0
1231,1,0.2,100,5,0.5,75,0.25,0,2,58,numTurtles,0
1231,,,,,,,,,,58,meanFood,0
1231,,,,,,,,,,58,totKnowledge,0
1232,2,0.2,100,5,0.5,75,0.25,0,2,24,numTurtles,0
1232,,,,,,,,,,24,meanFood,0
1232,,,,,,,,,,24,totKnowledge,0
1233,3,0.2,100,5,0.5,75,0.25,0,2,34,numTurtles,0
1233,,,,,,,,,,34,meanFood,0
1233,,,,,,,,,,34,totKnowledge,0
1234,4,0.2,100,5,0.5,75,0.25,0,2,24,numTurtles,0
1234,,,,,,,,,,24,meanFood,0
1234,,,,,,,,,,24,totKnowledge,0
1235,5,0.2,100,5,0.5,75,0.25,0,2,27,numTurtles,0
1235,,,,,,,,,,27,meanFood,0
1235,,,,,,,,,,27,totKnowledge,0
1236,6,0.2,100,5,0.5,75,0.25,0,2,54,numTurtles,0
1236,,,,,,,,,,54,meanFood,0
1236,,,,,,,,,,54,totKnowledge,0
1237,7,0.2,100,5,0.5,75,0.25,0,2,28,numTurtles,0
1237,,,,,,,,,,28,meanFood,0
1237,,,,,,,,,,28,totKnowledge,0
1238,8,0.2,100,5,0.5,75,0.25,0,2,27,numTurtles,0
1238,,,,,,,,,,27,meanFood,0
1238,,,,,,,,,,27,totKnowledge,0
1239,9,0.2,100,5,0.5,75,0.25,0,2,33,numTurtles,0
1239,,,,,,,,,,33,meanFood,0
1239,,,,,,,,,,33,totKnowledge,0
1240,10,0.2,100,5,0.5,75,0.25,0,2,31,numTurtles,0
1240,,,,,,,,,,31,meanFood,0
1240,,,,,,,,,,31,totKnowledge,0
1241,1,0.5,100,5,0.5,75,0.25,0,2,58,numTurtles,0
1241,,,,,,,,,,58,meanFood,0
1241,,,,,,,,,,58,totKnowledge,0
1242,2,0.5,100,5,0.5,75,0.25,0,2,24,numTurtles,0
1242,,,,,,,,,,24,meanFood,0
1242,,,,,,,,,,24,totKnowledge,0
1243,3,0.5,100,5,0.5,75,0.25,0,2,34,numTurtles,0
1243,,,,,,,,,,34,meanFood,0
1243,,,,,,,,,,34,totKnowledge,0
1244,4,0.5,100,5,0.5,75,0.25,0,2,24,numTurtles,0
1244,,,,,,,,,,24,meanFood,0
1244,,,,,,,,,,24,totKnowledge,0
1245,5,0.5,100,5,0.5,75,0.25,0,2,27,numTurtles,0
1245,,,,,,,,,,27,meanFood,0
1245,,,,,,,,,,27,totKnowledge,0
1246,6,0.5,100,5,0.5,75,0.25,0,2,54,numTurtles,0
1246,,,,,,,,,,54,meanFood,0
1246,,,,,,,,,,54,totKnowledge,0
1247,7,0.5,100,5,0.5,75,0.25,0,2,28,numTurtles,0
1247,,,,,,,,,,28,meanFood,0
1247,,,,,,,,,,28,totKnowledge,0
1248,8,0.5,100,5,0.5,75,0.25,0,2,27,numTurtles,0
1248,,,,,,,,,,27,meanFood,0
1248,,,,,,,,,,27,totKnowledge,0
1249,9,0.5,100,5,0.5,75,0.25,0,2,33,numTurtles,0
1249,,,,,,,,,,33,meanFood,0
1249,,,,,,,,,,33,totKnowledge,0
1250,10,0.5,100,5,0.5,75,0.25,0,2,31,numTurtles,0
1250,,,,,,,,,,31,meanFood,0
1250,,,,,,,,,,31,totKnowledge,0
1251,1,1,100,5,0.5,75,0.25,0,2,58,numTurtles,0
1251,,,,,,,,,,58,meanFood,0
1251,,,,,,,,,,58,totKnowledge,0
1252,2,1,100,5,0.5,75,0.25,0,2,24,numTurtles,0
1252,,,,,,,,,,24,meanFood,0
1252,,,,,,,,,,24,totKnowledge,0
1253,3,1,100,5,0.5,75,0.25,0,2,34,numTurtles,0
1253,,,,,,,,,,34,meanFood,0
1253,,,,,,,,,,34,totKnowledge,0
1254,4,1,100,5,0.5,75,0.25,0,2,24,numTurtles,0
1254,,,,,,,,,,24,meanFood,0
1254,,,,,,,,,,24,totKnowledge,0
1255,5,1,100,5,0.5,75,0.25,0,2,27,numTurtles,0
1255,,,,,,,,,,27,meanFood,0
1255,,,,,,,,,,27,totKnowledge,0
1256,6,1,100,5,0.5,75,0.25,0,2,54,numTurtles,0
1256,,,,,,,,,,54,meanFood,0
1256,,,,,,,,,,54,totKnowledge,0
1257,7,1,100,5,0.5,75,0.25,0,2,28,numTurtles,0
1257,,,,,,,,,,28,meanFood,0
1257,,,,,,,,,,28,totKnowledge,0
1258,8,1,100,5,0.5,75,0.25,0,2,27,numTurtles,0
1258,,,,,,,,,,27,meanFood,0
1258,,,,,,,,,,27,totKnowledge,0
1259,9,1,100,5,0.5,75,0.25,0,2,33,numTurtles,0
1259,,,,,,,,,,33,meanFood,0
1259,,,,,,,,,,33,totKnowledge,0
1260,10,1,100,5,0.5,75,0.25,0,2,31,numTurtles,0
1260,,,,,,,,,,31,meanFood,0
1260,,,,,,,,,,31,totKnowledge,0
1261,1,0.2,100,5,0.1,75,0.1,0.1,2,178,numTurtles,0
1261,,,,,,,,,,178,meanFood,0
1261,,,,,,,,,,178,totKnowledge,0
1262,2,0.2,100,5,0.1,75,0.1,0.1,2,56,numTurtles,0
1262,,,,,,,,,,56,meanFood,0
1262,,,,,,,,,,56,totKnowledge,0
1263,3,0.2,100,5,0.1,75,0.1,0.1,2,103,numTurtles,0
1263,,,,,,,,,,103,meanFood,0
1263,,,,,,,,,,103,totKnowledge,0
1264,4,0.2,100,5,0.1,75,0.1,0.1,2,134,numTurtles,0
1264,,,,,,,,,,134,meanFood,0
1264,,,,,,,,,,134,totKnowledge,0
1265,5,0.2,100,5,0.1,75,0.1,0.1,2,110,numTurtles,0
1265,,,,,,,,,,110,meanFood,0
1265,,,,,,,,,,110,totKnowledge,0
1266,6,0.2,100,5,0.1,75,0.1,0.1,2,109,numTurtles,0
1266,,,,,,,,,,109,meanFood,0
1266,,,,,,,,,,109,totKnowledge,0
1267,7,0.2,100,5,0.1,75,0.1,0.1,2,66,numTurtles,0
1267,,,,,,,,,,66,meanFood,0
1267,,,,,,,,,,66,totKnowledge,0
1268,8,0.2,100,5,0.1,75,0.1,0.1,2,60,numTurtles,0
1268,,,,,,,,,,60,meanFood,0
1268,,,,,,,,,,60,totKnowledge,0
1269,9,0.2,100,5,0.1,75,0.1,0.1,2,55,numTurtles,0
1269,,,,,,,,,,55,meanFood,0
1269,,,,,,,,,,55,totKnowledge,0
1270,10,0.2,100,5,0.1,75,0.1,0.1,2,62,numTurtles,0
1270,,,,,,,,,,62,meanFood,0
1270,,,,,,,,,,62,totKnowledge,0
1271,1,0.5,100,5,0.1,75,0.1,0.1,2,178,numTurtles,0
1271,,,,,,,,,,178,meanFood,0
1271,,,,,,,,,,178,totKnowledge,0
1272,2,0.5,100,5,0.1,75,0.1,0.1,2,56,numTurtles,0
1272,,,,,,,,,,56,meanFood,0
1272,,,,,,,,,,56,totKnowledge,0
1273,3,0.5,100,5,0.1,75,0.1,0.1,2,103,numTurtles,0
1273,,,,,,,,,,103,meanFood,0
1273,,,,,,,,,,103,totKnowledge,0
1274,4,0.5,100,5,0.1,75,0.1,0.1,2,134,numTurtles,0
1274,,,,,,,,,,134,meanFood,0
1274,,,,,,,,,,134,totKnowledge,0
1275,5,0.5,100,5,0.1,75,0.1,0.1,2,110,numTurtles,0
1275,,,,,,,,,,110,meanFood,0
1275,,,,,,,,,,110,totKnowledge,0
1276,6,0.5,100,5,0.1,75,0.1,0.1,2,109,numTurtles,0
1276,,,,,,,,,,109,meanFood,0
1276,,,,,,,,,,109,totKnowledge,0
1277,7,0.5,100,5,0.1,75,0.1,0.1,2,66,numTurtles,0
1277,,,,,,,,,,66,meanFood,0
1277,,,,,,,,,,66,totKnowledge,0
1278,8,0.5,100,5,0.1,75,0.1,0.1,2,60,numTurtles,0
1278,,,,,,,,,,60,meanFood,0
1278,,,,,,,,,,60,totKnowledge,0
1279,9,0.5,100,5,0.1,75,0.1,0.1,2,55,numTurtles,0
1279,,,,,,,,,,55,meanFood,0
1279,,,,,,,,,,55,totKnowledge,0
