[run number],seed,regeneration-rate,num-turtles,search-radius,knowledge-gain,old-age,metabolism,shock-prob,reproduction-cost,[steps],variable,value
1740,10,1,25,5,0.1,75,0.25,0,0.5,38,numTurtles,0
1740,,,,,,,,,,38,meanFood,0
1740,,,,,,,,,,38,totKnowledge,0
1741,1,0.2,25,5,0.25,75,0.25,0,0.5,24,numTurtles,0
1741,,,,,,,,,,24,meanFood,0
1741,,,,,,,,,,24,totKnowledge,0
1742,2,0.2,25,5,0.25,75,0.25,0,0.5,24,numTurtles,0
1742,,,,,,,,,,24,meanFood,0
1742,,,,,,,,,,24,totKnowledge,0
1743,3,0.2,25,5,0.25,75,0.25,0,0.5,17,numTurtles,0
1743,,,,,,,,,,17,meanFood,0
1743,,,,,,,,,,17,totKnowledge,0
1744,4,0.2,25,5,0.25,75,0.25,0,0.5,25,numTurtles,0
1744,,,,,,,,,,25,meanFood,0
1744,,,,,,,,,,25,totKnowledge,0
1745,5,0.2,25,5,0.25,75,0.25,0,0.5,9,numTurtles,0
1745,,,,,,,,,,9,meanFood,0
1745,,,,,,,,,,9,totKnowledge,0
1746,6,0.2,25,5,0.25,75,0.25,0,0.5,75,numTurtles,0
1746,,,,,,,,,,75,meanFood,0
1746,,,,,,,,,,75,totKnowledge,0
1747,7,0.2,25,5,0.25,75,0.25,0,0.5,15,numTurtles,0
1747,,,,,,,,,,15,meanFood,0
1747,,,,,,,,,,15,totKnowledge,0
1748,8,0.2,25,5,0.25,75,0.25,0,0.5,14,numTurtles,0
1748,,,,,,,,,,14,meanFood,0
1748,,,,,,,,,,14,totKnowledge,0
1749,9,0.2,25,5,0.25,75,0.25,0,0.5,17,numTurtles,0
1749,,,,,,,,,,17,meanFood,0
1749,,,,,,,,,,17,totKnowledge,0
1750,10,0.2,25,5,0.25,75,0.25,0,0.5,38,numTurtles,0
1750,,,,,,,,,,38,meanFood,0
1750,,,,,,,,,,38,totKnowledge,0
1751,1,0.5,25,5,0.25,75,0.25,0,0.5,24,numTurtles,0
1751,,,,,,,,,,24,meanFood,0
1751,,,,,,,,,,24,totKnowledge,0
1752,2,0.5,25,5,0.25,75,0.25,0,0.5,24,numTurtles,0
1752,,,,,,,,,,24,meanFood,0
1752,,,,,,,,,,24,totKnowledge,0
1753,3,0.5,25,5,0.25,75,0.25,0,0.5,17,numTurtles,0
1753,,,,,,,,,,17,meanFood,0
1753,,,,,,,,,,17,totKnowledge,0
1754,4,0.5,25,5,0.25,75,0.25,0,0.5,25,numTurtles,0
1754,,,,,,,,,,25,meanFood,0
1754,,,,,,,,,,25,totKnowledge,0
1755,5,0.5,25,5,0.25,75,0.25,0,0.5,9,numTurtles,0
1755,,,,,,,,,,9,meanFood,0
1755,,,,,,,,,,9,totKnowledge,0
1756,6,0.5,25,5,0.25,75,0.25,0,0.5,75,numTurtles,0
1756,,,,,,,,,,75,meanFood,0
1756,,,,,,,,,,75,totKnowledge,0
1757,7,0.5,25,5,0.25,75,0.25,0,0.5,15,numTurtles,0
1757,,,,,,,,,,15,meanFood,0
1757,,,,,,,,,,15,totKnowledge,0
1758,8,0.5,25,5,0.25,75,0.25,0,0.5,14,numTurtles,0
1758,,,,,,,,,,14,meanFood,0
1758,,,,,,,,,,14,totKnowledge,0
1759,9,0.5,25,5,0.25,75,0.25,0,0.5,17,numTurtles,0
1759,,,,,,,,,,17,meanFood,0
1759,,,,,,,,,,17,totKnowledge,0
1760,10,0.5,25,5,0.25,75,0.25,0,0.5,38,numTurtles,0
1760,,,,,,,,,,38,meanFood,0
1760,,,,,,,,,,38,totKnowledge,0
1761,1,1,25,5,0.25,75,0.25,0,0.5,24,numTurtles,0
1761,,,,,,,,,,24,meanFood,0
1761,,,,,,,,,,24,totKnowledge,0
1762,2,1,25,5,0.25,75,0.25,0,0.5,24,numTurtles,0
1762,,,,,,,,,,24,meanFood,0
1762,,,,,,,,,,24,totKnowledge,0
1763,3,1,25,5,0.25,75,0.25,0,0.5,17,numTurtles,0
1763,,,,,,,,,,17,meanFood,0
1763,,,,,,,,,,17,totKnowledge,0
1764,4,1,25,5,0.25,75,0.25,0,0.5,25,numTurtles,0
1764,,,,,,,,,,25,meanFood,0
1764,,,,,,,,,,25,totKnowledge,0
1765,5,1,25,5,0.25,75,0.25,0,0.5,9,numTurtles,0
1765,,,,,,,,,,9,meanFood,0
1765,,,,,,,,,,9,totKnowledge,0
1766,6,1,25,5,0.25,75,0.25,0,0.5,75,numTurtles,0
1766,,,,,,,,,,75,meanFood,0
1766,,,,,,,,,,75,totKnowledge,0
1767,7,1,25,5,0.25,75,0.25,0,0.5,15,numTurtles,0
1767,,,,,,,,,,15,meanFood,0
1767,,,,,,,,,,15,totKnowledge,0
1768,8,1,25,5,0.25,75,0.25,0,0.5,14,numTurtles,0
1768,,,,,,,,,,14,meanFood,0
1768,,,,,,,,,,14,totKnowledge,0
1769,9,1,25,5,0.25,75,0.25,0,0.5,17,numTurtles,0
1769,,,,,,,,,,17,meanFood,0
1769,,,,,,,,,,17,totKnowledge,0
1770,10,1,25,5,0.25,75,0.25,0,0.5,38,numTurtles,0
1770,,,,,,,,,,38,meanFood,0
1770,,,,,,,,,,38,totKnowledge,0
1771,1,0.2,25,5,0.5,75,0.25,0,0.5,24,numTurtles,0
1771,,,,,,,,,,24,meanFood,0
1771,,,,,,,,,,24,totKnowledge,0
1772,2,0.2,25,5,0.5,75,0.25,0,0.5,24,numTurtles,0
1772,,,,,,,,,,24,meanFood,0
1772,,,,,,,,,,24,totKnowledge,0
1773,3,0.2,25,5,0.5,75,0.25,0,0.5,17,numTurtles,0
1773,,,,,,,,,,17,meanFood,0
1773,,,,,,,,,,17,totKnowledge,0
1774,4,0.2,25,5,0.5,75,0.25,0,0.5,25,numTurtles,0
1774,,,,,,,,,,25,meanFood,0
1774,,,,,,,,,,25,totKnowledge,0
1775,5,0.2,25,5,0.5,75,0.25,0,0.5,9,numTurtles,0
1775,,,,,,,,,,9,meanFood,0
1775,,,,,,,,,,9,totKnowledge,0
1776,6,0.2,25,5,0.5,75,0.25,0,0.5,75,numTurtles,0
1776,,,,,,,,,,75,meanFood,0
1776,,,,,,,,,,75,totKnowledge,0
1777,7,0.2,25,5,0.5,75,0.25,0,0.5,15,numTurtles,0
1777,,,,,,,,,,15,meanFood,0
1777,,,,,,,,,,15,totKnowledge,0
1778,8,0.2,25,5,0.5,75,0.25,0,0.5,14,numTurtles,0
1778,,,,,,,,,,14,meanFood,0
1778,,,,,,,,,,14,totKnowledge,0
1779,9,0.2,25,5,0.5,75,0.25,0,0.5,17,numTurtles,0
1779,,,,,,,,,,17,meanFood,0
1779,,,,,,,,,,17,totKnowledge,0
1780,10,0.2,25,5,0.5,75,0.25,0,0.5,38,numTurtles,0
1780,,,,,,,,,,38,meanFood,0
1780,,,,,,,,,,38,totKnowledge,0
1781,1,0.5,25,5,0.5,75,0.25,0,0.5,24,numTurtles,0
1781,,,,,,,,,,24,meanFood,0
1781,,,,,,,,,,24,totKnowledge,0
1782,2,0.5,25,5,0.5,75,0.25,0,0.5,24,numTurtles,0
1782,,,,,,,,,,24,meanFood,0
1782,,,,,,,,,,24,totKnowledge,0
1783,3,0.5,25,5,0.5,75,0.25,0,0.5,17,numTurtles,0
1783,,,,,,,,,,17,meanFood,0
1783,,,,,,,,,,17,totKnowledge,0
1784,4,0.5,25,5,0.5,75,0.25,0,0.5,25,numTurtles,0
1784,,,,,,,,,,25,meanFood,0
1784,,,,,,,,,,25,totKnowledge,0
1785,5,0.5,25,5,0.5,75,0.25,0,0.5,9,numTurtles,0
1785,,,,,,,,,,9,meanFood,0
1785,,,,,,,,,,9,totKnowledge,0
1786,6,0.5,25,5,0.5,75,0.25,0,0.5,75,numTurtles,0
1786,,,,,,,,,,75,meanFood,0
1786,,,,,,,,,,75,totKnowledge,0
1787,7,0.5,25,5,0.5,75,0.25,0,0.5,15,numTurtles,0
1787,,,,,,,,,,15,meanFood,0
1787,,,,,,,,,,15,totKnowledge,0
1788,8,0.5,25,5,0.5,75,0.25,0,0.5,14,numTurtles,0
1788,,,,,,,,,,14,meanFood,0
1788,,,,,,,,,,14,totKnowledge,0
1789,9,0.5,25,5,0.5,75,0.25,0,0.5,17,numTurtles,0
1789,,,,,,,,,,17,meanFood,0
1789,,,,,,,,,,17,totKnowledge,0
1790,10,0.5,25,5,0.5,75,0.25,0,0.5,38,numTurtles,0
1790,,,,,,,,,,38,meanFood,0
1790,,,,,,,,,,38,totKnowledge,0
1791,1,1,25,5,0.5,75,0.25,0,0.5,24,numTurtles,0
1791,,,,,,,,,,24,meanFood,0
1791,,,,,,,,,,24,totKnowledge,0
1792,2,1,25,5,0.5,75,0.25,0,0.5,24,numTurtles,0
1792,,,,,,,,,,24,meanFood,0
1792,,,,,,,,,,24,totKnowledge,0
1793,3,1,25,5,0.5,75,0.25,0,0.5,17,numTurtles,0
1793,,,,,,,,,,17,meanFood,0
1793,,,,,,,,,,17,totKnowledge,0
1794,4,1,25,5,0.5,75,0.25,0,0.5,25,numTurtles,0
1794,,,,,,,,,,25,meanFood,0
1794,,,,,,,,,,25,totKnowledge,0
1795,5,1,25,5,0.5,75,0.25,0,0.5,9,numTurtles,0
1795,,,,,,,,,,9,meanFood,0
1795,,,,,,,,,,9,totKnowledge,0
1796,6,1,25,5,0.5,75,0.25,0,0.5,75,numTurtles,0
1796,,,,,,,,,,75,meanFood,0
1796,,,,,,,,,,75,totKnowledge,0
1797,7,1,25,5,0.5,75,0.25,0,0.5,15,numTurtles,0
1797,,,,,,,,,,15,meanFood,0
1797,,,,,,,,,,15,totKnowledge,0
1798,8,1,25,5,0.5,75,0.25,0,0.5,14,numTurtles,0
1798,,,,,,,,,,14,meanFood,0
1798,,,,,,,,,,14,totKnowledge,0
1799,9,1,25,5,0.5,75,0.25,0,0.5,17,numTurtles,0
1799,,,,,,,,,,17,meanFood,0
1799,,,,,,,,,,17,totKnowledge,0
1800,10,1,25,5,0.5,75,0.25,0,0.5,38,numTurtles,0
1800,,,,,,,,,,38,meanFood,0
1800,,,,,,,,,,38,totKnowledge,0
1801,1,0.2,25,5,0.1,75,0.1,0.1,0.5,21,numTurtles,0
1801,,,,,,,,,,21,meanFood,0
1801,,,,,,,,,,21,totKnowledge,0
1802,2,0.2,25,5,0.1,75,0.1,0.1,0.5,284,numTurtles,0
1802,,,,,,,,,,284,meanFood,0
1802,,,,,,,,,,284,totKnowledge,0
1803,3,0.2,25,5,0.1,75,0.1,0.1,0.5,53,numTurtles,0
1803,,,,,,,,,,53,meanFood,0
1803,,,,,,,,,,53,totKnowledge,0
1804,4,0.2,25,5,0.1,75,0.1,0.1,0.5,50,numTurtles,0
1804,,,,,,,,,,50,meanFood,0
1804,,,,,,,,,,50,totKnowledge,0
1805,5,0.2,25,5,0.1,75,0.1,0.1,0.5,24,numTurtles,0
1805,,,,,,,,,,24,meanFood,0
1805,,,,,,,,,,24,totKnowledge,0
1806,6,0.2,25,5,0.1,75,0.1,0.1,0.5,25,numTurtles,0
1806,,,,,,,,,,25,meanFood,0
1806,,,,,,,,,,25,totKnowledge,0
1807,7,0.2,25,5,0.1,75,0.1,0.1,0.5,99,numTurtles,0
1807,,,,,,,,,,99,meanFood,0
1807,,,,,,,,,,99,totKnowledge,0
1808,8,0.2,25,5,0.1,75,0.1,0.1,0.5,138,numTurtles,0
1808,,,,,,,,,,138,meanFood,0
1808,,,,,,,,,,138,totKnowledge,0
1809,9,0.2,25,5,0.1,75,0.1,0.1,0.5,93,numTurtles,0
1809,,,,,,,,,,93,meanFood,0
1809,,,,,,,,,,93,totKnowledge,0
1810,10,0.2,25,5,0.1,75,0.1,0.1,0.5,137,numTurtles,0
1810,,,,,,,,,,137,meanFood,0
1810,,,,,,,,,,137,totKnowledge,0
1811,1,0.5,25,5,0.1,75,0.1,0.1,0.5,21,numTurtles,0
1811,,,,,,,,,,21,meanFood,0
1811,,,,,,,,,,21,totKnowledge,0
1812,2,0.5,25,5,0.1,75,0.1,0.1,0.5,284,numTurtles,0
1812,,,,,,,,,,284,meanFood,0
1812,,,,,,,,,,284,totKnowledge,0
1813,3,0.5,25,5,0.1,75,0.1,0.1,0.5,53,numTurtles,0
1813,,,,,,,,,,53,meanFood,0
1813,,,,,,,,,,53,totKnowledge,0
1814,4,0.5,25,5,0.1,75,0.1,0.1,0.5,50,numTurtles,0
1814,,,,,,,,,,50,meanFood,0
1814,,,,,,,,,,50,totKnowledge,0
1815,5,0.5,25,5,0.1,75,0.1,0.1,0.5,24,numTurtles,0
1815,,,,,,,,,,24,meanFood,0
1815,,,,,,,,,,24,totKnowledge,0
1816,6,0.5,25,5,0.1,75,0.1,0.1,0.5,25,numTurtles,0
1816,,,,,,,,,,25,meanFood,0
1816,,,,,,,,,,25,totKnowledge,0
1817,7,0.5,25,5,0.1,75,0.1,0.1,0.5,99,numTurtles,0
1817,,,,,,,,,,99,meanFood,0
1817,,,,,,,,,,99,totKnowledge,0
1818,8,0.5,25,5,0.1,75,0.1,0.1,0.5,138,numTurtles,0
1818,,,,,,,,,,138,meanFood,0
1818,,,,,,,,,,138,totKnowledge,0
1819,9,0.5,25,5,0.1,75,0.1,0.1,0.5,93,numTurtles,0
1819,,,,,,,,,,93,meanFood,0
1819,,,,,,,,,,93,totKnowledge,0
1820,10,0.5,25,5,0.1,75,0.1,0.1,0.5,137,numTurtles,0
1820,,,,,,,,,,137,meanFood,0
1820,,,,,,,,,,137,totKnowledge,0
1821,1,1,25,5,0.1,75,0.1,0.1,0.5,21,numTurtles,0
1821,,,,,,,,,,21,meanFood,0
1821,,,,,,,,,,21,totKnowledge,0
1822,2,1,25,5,0.1,75,0.1,0.1,0.5,284,numTurtles,0
1822,,,,,,,,,,284,meanFood,0
1822,,,,,,,,,,284,totKnowledge,0
1823,3,1,25,5,0.1,75,0.1,0.1,0.5,53,numTurtles,0
1823,,,,,,,,,,53,meanFood,0
1823,,,,,,,,,,53,totKnowledge,0
1824,4,1,25,5,0.1,75,0.1,0.1,0.5,50,numTurtles,0
1824,,,,,,,,,,50,meanFood,0
1824,,,,,,,,,,50,totKnowledge,0
1825,5,1,25,5,0.1,75,0.1,0.1,0.5,24,numTurtles,0
1825,,,,,,,,,,24,meanFood,0
1825,,,,,,,,,,24,totKnowledge,0
1826,6,1,25,5,0.1,75,0.1,0.1,0.5,25,numTurtles,0
1826,,,,,,,,,,25,meanFood,0
1826,,,,,,,,,,25,totKnowledge,0
1827,7,1,25,5,0.1,75,0.1,0.1,0.5,99,numTurtles,0
1827,,,,,,,,,,99,meanFood,0
1827,,,,,,,,,,99,totKnowledge,0
1828,8,1,25,5,0.1,75,0.1,0.1,0.5,138,numTurtles,0
1828,,,,,,,,,,138,meanFood,0
1828,,,,,,,,,,138,totKnowledge,0
1829,9,1,25,5,0.1,75,0.1,0.1,0.5,93,numTurtles,0
1829,,,,,,,,,,93,meanFood,0
1829,,,,,,,,,,93,totKnowledge,0
1830,10,1,25,5,0.1,75,0.1,0.1,0.5,137,numTurtles,0
1830,,,,,,,,,,137,meanFood,0
1830,,,,,,,,,,137,totKnowledge,0
1831,1,0.2,25,5,0.25,75,0.1,0.1,0.5,21,numTurtles,0
1831,,,,,,,,,,21,meanFood,0
1831,,,,,,,,,,21,totKnowledge,0
1832,2,0.2,25,5,0.25,75,0.1,0.1,0.5,83,numTurtles,0
1832,,,,,,,,,,83,meanFood,0
1832,,,,,,,,,,83,totKnowledge,0
1833,3,0.2,25,5,0.25,75,0.1,0.1,0.5,57,numTurtles,0
1833,,,,,,,,,,57,meanFood,0
1833,,,,,,,,,,57,totKnowledge,0
1834,4,0.2,25,5,0.25,75,0.1,0.1,0.5,154,numTurtles,0
1834,,,,,,,,,,154,meanFood,0
1834,,,,,,,,,,154,totKnowledge,0
1835,5,0.2,25,5,0.25,75,0.1,0.1,0.5,24,numTurtles,0
1835,,,,,,,,,,24,meanFood,0
1835,,,,,,,,,,24,totKnowledge,0
1836,6,0.2,25,5,0.25,75,0.1,0.1,0.5,34,numTurtles,0
1836,,,,,,,,,,34,meanFood,0
1836,,,,,,,,,,34,totKnowledge,0
1837,7,0.2,25,5,0.25,75,0.1,0.1,0.5,78,numTurtles,0
1837,,,,,,,,,,78,meanFood,0
1837,,,,,,,,,,78,totKnowledge,0
1838,8,0.2,25,5,0.25,75,0.1,0.1,0.5,40,numTurtles,0
1838,,,,,,,,,,40,meanFood,0
1838,,,,,,,,,,40,totKnowledge,0
1839,9,0.2,25,5,0.25,75,0.1,0.1,0.5,90,numTurtles,0
1839,,,,,,,,,,90,meanFood,0
1839,,,,,,,,,,90,totKnowledge,0
1840,10,0.2,25,5,0.25,75,0.1,0.1,0.5,156,numTurtles,0
1840,,,,,,,,,,156,meanFood,0
1840,,,,,,,,,,156,totKnowledge,0
1841,1,0.5,25,5,0.25,75,0.1,0.1,0.5,21,numTurtles,0
1841,,,,,,,,,,21,meanFood,0
1841,,,,,,,,,,21,totKnowledge,0
1842,2,0.5,25,5,0.25,75,0.1,0.1,0.5,83,numTurtles,0
1842,,,,,,,,,,83,meanFood,0
1842,,,,,,,,,,83,totKnowledge,0
1843,3,0.5,25,5,0.25,75,0.1,0.1,0.5,57,numTurtles,0
1843,,,,,,,,,,57,meanFood,0
1843,,,,,,,,,,57,totKnowledge,0
1844,4,0.5,25,5,0.25,75,0.1,0.1,0.5,154,numTurtles,0
1844,,,,,,,,,,154,meanFood,0
1844,,,,,,,,,,154,totKnowledge,0
1845,5,0.5,25,5,0.25,75,0.1,0.1,0.5,24,numTurtles,0
1845,,,,,,,,,,24,meanFood,0
1845,,,,,,,,,,24,totKnowledge,0
1846,6,0.5,25,5,0.25,75,0.1,0.1,0.5,34,numTurtles,0
1846,,,,,,,,,,34,meanFood,0
1846,,,,,,,,,,34,totKnowledge,0
1847,7,0.5,25,5,0.25,75,0.1,0.1,0.5,78,numTurtles,0
1847,,,,,,,,,,78,meanFood,0
1847,,,,,,,,,,78,totKnowledge,0
1848,8,0.5,25,5,0.25,75,0.1,0.1,0.5,40,numTurtles,0
1848,,,,,,,,,,40,meanFood,0
1848,,,,,,,,,,40,totKnowledge,0
1849,9,0.5,25,5,0.25,75,0.1,0.1,0.5,90,numTurtles,0
1849,,,,,,,,,,90,meanFood,0
1849,,,,,,,,,,90,totKnowledge,0
1850,10,0.5,25,5,0.25,75,0.1,0.1,0.5,156,numTurtles,0
1850,,,,,,,,,,156,meanFood,0
1850,,,,,,,,,,156,totKnowledge,0
1851,1,1,25,5,0.25,75,0.1,0.1,0.5,21,numTurtles,0
1851,,,,,,,,,,21,meanFood,0
1851,,,,,,,,,,21,totKnowledge,0
1852,2,1,25,5,0.25,75,0.1,0.1,0.5,83,numTurtles,0
1852,,,,,,,,,,83,meanFood,0
1852,,,,,,,,,,83,totKnowledge,0
1853,3,1,25,5,0.25,75,0.1,0.1,0.5,57,numTurtles,0
1853,,,,,,,,,,57,meanFood,0
1853,,,,,,,,,,57,totKnowledge,0
1854,4,1,25,5,0.25,75,0.1,0.1,0.5,154,numTurtles,0
1854,,,,,,,,,,154,meanFood,0
1854,,,,,,,,,,154,totKnowledge,0
1855,5,1,25,5,0.25,75,0.1,0.1,0.5,24,numTurtles,0
1855,,,,,,,,,,24,meanFood,0
1855,,,,,,,,,,24,totKnowledge,0
1856,6,1,25,5,0.25,75,0.1,0.1,0.5,34,numTurtles,0
1856,,,,,,,,,,34,meanFood,0
1856,,,,,,,,,,34,totKnowledge,0
1857,7,1,25,5,0.25,75,0.1,0.1,0.5,78,numTurtles,0
1857,,,,,,,,,,78,meanFood,0
1857,,,,,,,,,,78,totKnowledge,0
1858,8,1,25,5,0.25,75,0.1,0.1,0.5,40,numTurtles,0
1858,,,,,,,,,,40,meanFood,0
1858,,,,,,,,,,40,totKnowledge,0
1859,9,1,25,5,0.25,75,0.1,0.1,0.5,90,numTurtles,0
1859,,,,,,,,,,90,meanFood,0
1859,,,,,,,,,,90,totKnowledge,0
1860,10,1,25,5,0.25,75,0.1,0.1,0.5,156,numTurtles,0
1860,,,,,,,,,,156,meanFood,0
1860,,,,,,,,,,156,totKnowledge,0
1861,1,0.2,25,5,0.5,75,0.1,0.1,0.5,21,numTurtles,0
1861,,,,,,,,,,21,meanFood,0
1861,,,,,,,,,,21,totKnowledge,0
1862,2,0.2,25,5,0.5,75,0.1,0.1,0.5,135,numTurtles,2014
1862,,,,,,,,,,135,meanFood,1.544836147
1862,,,,,,,,,,135,totKnowledge,4183
1863,3,0.2,25,5,0.5,75,0.1,0.1,0.5,128,numTurtles,2210
1863,,,,,,,,,,128,meanFood,1.957285068
1863,,,,,,,,,,128,totKnowledge,3996.5
1864,4,0.2,25,5,0.5,75,0.1,0.1,0.5,113,numTurtles,0
1864,,,,,,,,,,113,meanFood,0
1864,,,,,,,,,,113,totKnowledge,0
1865,5,0.2,25,5,0.5,75,0.1,0.1,0.5,24,numTurtles,0
1865,,,,,,,,,,24,meanFood,0
1865,,,,,,,,,,24,totKnowledge,0
1866,6,0.2,25,5,0.5,75,0.1,0.1,0.5,43,numTurtles,0
1866,,,,,,,,,,43,meanFood,0
1866,,,,,,,,,,43,totKnowledge,0
1867,7,0.2,25,5,0.5,75,0.1,0.1,0.5,312,numTurtles,2037
1867,,,,,,,,,,312,meanFood,1.996612666
1867,,,,,,,,,,312,totKnowledge,4512.5
1868,8,0.2,25,5,0.5,75,0.1,0.1,0.5,120,numTurtles,0
1868,,,,,,,,,,120,meanFood,0
1868,,,,,,,,,,120,totKnowledge,0
1869,9,0.2,25,5,0.5,75,0.1,0.1,0.5,162,numTurtles,2205
1869,,,,,,,,,,162,meanFood,2.438095238
1869,,,,,,,,,,162,totKnowledge,5206
1870,10,0.2,25,5,0.5,75,0.1,0.1,0.5,146,numTurtles,2085
1870,,,,,,,,,,146,meanFood,1.227625899
1870,,,,,,,,,,146,totKnowledge,4987.5
1871,1,0.5,25,5,0.5,75,0.1,0.1,0.5,21,numTurtles,0
1871,,,,,,,,,,21,meanFood,0
1871,,,,,,,,,,21,totKnowledge,0
1872,2,0.5,25,5,0.5,75,0.1,0.1,0.5,135,numTurtles,2014
1872,,,,,,,,,,135,meanFood,1.544836147
1872,,,,,,,,,,135,totKnowledge,4183
1873,3,0.5,25,5,0.5,75,0.1,0.1,0.5,128,numTurtles,2210
1873,,,,,,,,,,128,meanFood,1.957285068
1873,,,,,,,,,,128,totKnowledge,3996.5
1874,4,0.5,25,5,0.5,75,0.1,0.1,0.5,113,numTurtles,0
1874,,,,,,,,,,113,meanFood,0
1874,,,,,,,,,,113,totKnowledge,0
1875,5,0.5,25,5,0.5,75,0.1,0.1,0.5,24,numTurtles,0
1875,,,,,,,,,,24,meanFood,0
1875,,,,,,,,,,24,totKnowledge,0
1876,6,0.5,25,5,0.5,75,0.1,0.1,0.5,43,numTurtles,0
1876,,,,,,,,,,43,meanFood,0
1876,,,,,,,,,,43,totKnowledge,0
1877,7,0.5,25,5,0.5,75,0.1,0.1,0.5,312,numTurtles,2037
1877,,,,,,,,,,312,meanFood,1.996612666
1877,,,,,,,,,,312,totKnowledge,4512.5
1878,8,0.5,25,5,0.5,75,0.1,0.1,0.5,120,numTurtles,0
1878,,,,,,,,,,120,meanFood,0
1878,,,,,,,,,,120,totKnowledge,0
1879,9,0.5,25,5,0.5,75,0.1,0.1,0.5,162,numTurtles,2205
1879,,,,,,,,,,162,meanFood,2.438095238
1879,,,,,,,,,,162,totKnowledge,5206
1880,10,0.5,25,5,0.5,75,0.1,0.1,0.5,146,numTurtles,2085
1880,,,,,,,,,,146,meanFood,1.227625899
1880,,,,,,,,,,146,totKnowledge,4987.5
1881,1,1,25,5,0.5,75,0.1,0.1,0.5,21,numTurtles,0
1881,,,,,,,,,,21,meanFood,0
1881,,,,,,,,,,21,totKnowledge,0
1882,2,1,25,5,0.5,75,0.1,0.1,0.5,135,numTurtles,2014
1882,,,,,,,,,,135,meanFood,1.544836147
1882,,,,,,,,,,135,totKnowledge,4183
1883,3,1,25,5,0.5,75,0.1,0.1,0.5,128,numTurtles,2210
1883,,,,,,,,,,128,meanFood,1.957285068
1883,,,,,,,,,,128,totKnowledge,3996.5
1884,4,1,25,5,0.5,75,0.1,0.1,0.5,113,numTurtles,0
1884,,,,,,,,,,113,meanFood,0
1884,,,,,,,,,,113,totKnowledge,0
1885,5,1,25,5,0.5,75,0.1,0.1,0.5,24,numTurtles,0
1885,,,,,,,,,,24,meanFood,0
1885,,,,,,,,,,24,totKnowledge,0
1886,6,1,25,5,0.5,75,0.1,0.1,0.5,43,numTurtles,0
1886,,,,,,,,,,43,meanFood,0
1886,,,,,,,,,,43,totKnowledge,0
1887,7,1,25,5,0.5,75,0.1,0.1,0.5,312,numTurtles,2037
1887,,,,,,,,,,312,meanFood,1.996612666
1887,,,,,,,,,,312,totKnowledge,4512.5
1888,8,1,25,5,0.5,75,0.1,0.1,0.5,120,numTurtles,0
1888,,,,,,,,,,120,meanFood,0
1888,,,,,,,,,,120,totKnowledge,0
1889,9,1,25,5,0.5,75,0.1,0.1,0.5,162,numTurtles,2205
1889,,,,,,,,,,162,meanFood,2.438095238
1889,,,,,,,,,,162,totKnowledge,5206
1890,10,1,25,5,0.5,75,0.1,0.1,0.5,146,numTurtles,2085
1890,,,,,,,,,,146,meanFood,1.227625899
1890,,,,,,,,,,146,totKnowledge,4987.5
1891,1,0.2,25,5,0.1,75,0.25,0.1,0.5,18,numTurtles,0
1891,,,,,,,,,,18,meanFood,0
1891,,,,,,,,,,18,totKnowledge,0
1892,2,0.2,25,5,0.1,75,0.25,0.1,0.5,26,numTurtles,0
1892,,,,,,,,,,26,meanFood,0
1892,,,,,,,,,,26,totKnowledge,0
1893,3,0.2,25,5,0.1,75,0.25,0.1,0.5,47,numTurtles,0
1893,,,,,,,,,,47,meanFood,0
1893,,,,,,,,,,47,totKnowledge,0
1894,4,0.2,25,5,0.1,75,0.25,0.1,0.5,25,numTurtles,0
1894,,,,,,,,,,25,meanFood,0
1894,,,,,,,,,,25,totKnowledge,0
1895,5,0.2,25,5,0.1,75,0.25,0.1,0.5,9,numTurtles,0
1895,,,,,,,,,,9,meanFood,0
1895,,,,,,,,,,9,totKnowledge,0
1896,6,0.2,25,5,0.1,75,0.25,0.1,0.5,15,numTurtles,0
1896,,,,,,,,,,15,meanFood,0
1896,,,,,,,,,,15,totKnowledge,0
1897,7,0.2,25,5,0.1,75,0.25,0.1,0.5,11,numTurtles,0
1897,,,,,,,,,,11,meanFood,0
1897,,,,,,,,,,11,totKnowledge,0
1898,8,0.2,25,5,0.1,75,0.25,0.1,0.5,15,numTurtles,0
1898,,,,,,,,,,15,meanFood,0
1898,,,,,,,,,,15,totKnowledge,0
1899,9,0.2,25,5,0.1,75,0.25,0.1,0.5,19,numTurtles,0
1899,,,,,,,,,,19,meanFood,0
1899,,,,,,,,,,19,totKnowledge,0
1900,10,0.2,25,5,0.1,75,0.25,0.1,0.5,40,numTurtles,0
1900,,,,,,,,,,40,meanFood,0
1900,,,,,,,,,,40,totKnowledge,0
1901,1,0.5,25,5,0.1,75,0.25,0.1,0.5,18,numTurtles,0
1901,,,,,,,,,,18,meanFood,0
1901,,,,,,,,,,18,totKnowledge,0
1902,2,0.5,25,5,0.1,75,0.25,0.1,0.5,26,numTurtles,0
1902,,,,,,,,,,26,meanFood,0
1902,,,,,,,,,,26,totKnowledge,0
1903,3,0.5,25,5,0.1,75,0.25,0.1,0.5,47,numTurtles,0
1903,,,,,,,,,,47,meanFood,0
1903,,,,,,,,,,47,totKnowledge,0
1904,4,0.5,25,5,0.1,75,0.25,0.1,0.5,25,numTurtles,0
1904,,,,,,,,,,25,meanFood,0
1904,,,,,,,,,,25,totKnowledge,0
